Symbol,Name,Market
SNTB,CTCP Thuong Mai Bia Sai Gon Nam Trung Bo,OTC
SNZ,Tong Cong ty Co phan phat trien khu Cong nghiep,Upcom
SON,Cong ty Co phan Cung ung nhan luc Quoc te va Thuong mai,Upcom
SONADEZI,Tong Cong ty Phat trien Khu cong nghiep,OTC
SONGLONG,Cong ty TNHH Song Long,OTC
SONGTHU,Tong Cong ty Song Thu - BQP,OTC
SOSAL,CTCP Tap doan muoi Mien Nam,OTC
SOV,Cong ty co phan Mat kinh Sai Gon,Upcom
SOVICO,Cong ty co phan Sovico,OTC
SP2,CTCP Thuy dien Su Pan 2,Upcom
SPA,Cong ty Co Phan Bao bi Sai Gon,Upcom
SPB,Cong ty co phan Soi Phu Bai,Upcom
SPC,Cong ty Co phan Bao ve Thuc vat Sai Gon,Upcom
SPCT,Cong ty Cang Container Trung tam Sai Gon,OTC
SPD,Cong ty Co phan Xuat nhap khau Thuy san Mien Trung,Upcom
SPH,Cong ty co phan Xuat nhap khau Thuy san Ha Noi,Upcom
SPI,Cong ty co phan SPI,HNX
SPM,Cong ty Co phan S.P.M,HSX
SPP,Cong ty co phan Bao bi Nhua Sai Gon,Upcom
SPPSA,Cong ty TNHH Cang Quoc te SP - PSA,OTC
SPT,Cong ty co phan Dich vu Buu chinh Vien thong Sai Gon,OTC
SPV,Cong ty co phan Thuy Dac San,Upcom
SQC,Cong ty Co phan Khoang san Sai Gon - Quy Nhon,Upcom
SRA,Cong ty Co phan Sara Viet Nam,HNX
SRB,Cong ty Co phan Tap doan Sara,Upcom
SRC,Cong ty Co phan Cao Su Sao Vang,HSX
SRF,Cong ty Co phan Ky Nghe Lanh,HSX
SRT,Cong ty Co phan Van tai Duong sat Sai Gon,Upcom
SSC,Cong ty Co phan Giong cay trong Mien Nam,HSX
SSF,Cong ty Co phan Giay Sai Gon,Upcom
SSG,Cong ty Co phan Van tai bien Hai Au,Upcom
SSGG,Cong ty Co phan Tap doan SSG,OTC
SSI,Cong ty co phan Chung khoan SSI,HSX
SSIAM,Cong ty TNHH Quan ly quy SSI,OTC
SSIT,Cong ty Lien doanh Dich vu Container Quoc te Cang Sai Gon - SSA,OTC
SSM,Cong ty Co phan Che tao Ket cau Thep VNECO.SSM,HNX
SSN,Cong ty Co phan Xuat nhap khau Thuy san Sai Gon,Upcom
SSS,Cong ty Co phan Song Da 6.06,HNX
SST,CTCP Thuong mai Bia Sai Gon Song Tien,Upcom
SSU,CTCP Moi truong Do thi Soc Son,Upcom
ST8,Cong ty Co phan Sieu Thanh,HSX
STAPIMEX,CTCP Thuy san Soc Trang,OTC
STB,Ngan hang Thuong mai Co phan Sai Gon Thuong Tin,HSX
STC,Cong ty Co phan Sach va Thiet bi truong hoc Tp. Ho Chi Minh,HNX
STD,CTCP Bia - Nuoc giai khat Sai Gon - Tay Do,Upcom
STG,Cong ty Co phan Kho van Mien Nam,HSX
STH,CTCP Phat hanh sach Thai Nguyen,Upcom
STJ,Cong ty Co phan Van tai Sonadezi,OTC
STK,Cong ty co phan Soi The Ky,HSX
STL,Cong ty co phan Song Da - Thang Long,Upcom
STP,Cong ty Co phan Cong nghiep Thuong mai Song Da,HNX
STS,Cong ty Co phan Dich vu Van tai Sai Gon,Upcom
STSC,Cong ty Co phan Chung khoan SAI GON TOURIST,OTC
STT,Cong ty co phan Van chuyen Sai Gon Tourist,Upcom
STU,Cong ty Co phan Moi truong va Cong trinh Do thi Son Tay,Upcom
STV,Cong ty co phan Che tac Da Viet Nam,Upcom
STW,Cong ty co phan Cap nuoc Soc Trang,Upcom
SUM,Cong ty Co phan Do dac va Khoang san,Upcom
SUNHOUSE,CTCP Tap doan Sunhouse,OTC
SUNTORYPEPSICO,Cong ty TNHH Suntory PepsiCo Viet Nam,OTC
SVC,Cong ty Co phan Dich vu tong hop Sai Gon,HSX
SVG,CTCP Hoi Ky nghe Que han,Upcom
SVH,Cong ty Co phan Thuy dien Song Vang,Upcom
SVI,Cong ty Co phan Bao bi Bien Hoa,HSX
SVIC,Tong Cong ty co phan Bao hiem SHB - Vinacomin,OTC
SVJ,CTCP Santomas Viet Nam,OTC
SVL,Cong ty Co phan Nhan luc Quoc te Sovilaco,Upcom
SVN,Cong ty co phan Tap doan Vexilla Viet Nam,HNX
SVS,Cong ty Co phan Chung khoan Sao Viet,HNX
SVT,Cong ty Co phan Cong nghe Sai Gon Vien Dong,HSX
SWC,Tong Cong ty Co phan Duong Song Mien Nam,Upcom
SYNCAP,Cong ty Co phan Quan ly quy Hop Luc Viet Nam,OTC
SZB,Cong ty co phan Sonadezi Long Binh,HNX
SZC,Cong ty co phan Sonadezi Chau Duc,HSX
SZE,Cong ty Co phan Moi truong Sonadezi,Upcom
SZL,Cong ty co phan Sonadezi Long Thanh,HSX
T12,Cong ty Co phan Thuong mai dich vu Trang Thi,Upcom
TA3,Cong ty Co phan Dau tu va Xay lap Thanh An 386,Upcom
TA6,Cong ty Co phan Dau tu va Xay lap Thanh An 665,Upcom
TA9,Cong ty Co phan Xay lap Thanh An 96,HNX
TAC,Cong ty Co phan Dau Thuc vat Tuong An,HSX
TAEL,TAEL Partners,OTC
TAFM,Cong ty Co phan Quan ly quy Dau tu Nhan Viet,OTC
TAG,Cong ty Co phan The gioi so Tran Anh,Upcom
TAN,Cong ty TNHH Mot thanh vien Ca phe Thuan An,Upcom
TANISUGAR,CTCP Mia duong Tay Ninh,OTC
TANMAIPAPER,CTCP Tap doan Tan Mai,OTC
TAP,Cong ty co phan Do thi Tan An,Upcom
TAR,Cong ty Co phan Nong nghiep Cong nghe cao Trung An,HNX
TAS,Cong ty Co phan Chung khoan Trang An,HNX
TAW,CTCP Cap nuoc Trung An,Upcom
TAYHO,Cong ty Co phan Dau Tu va Xay dung Tay Ho,OTC
TB.CORP,Cong ty Co phan Thanh Binh,OTC
TB8,CTCP San xuat va Kinh doanh Vat tu Thiet bi - VVMI,Upcom
TBC,Cong ty co phan Thuy dien Thac Ba,HSX
TBD,Tong Cong ty Thiet bi Dien Dong Anh - Cong ty Co phan,Upcom
TBN,Cong ty Co phan Thoat nuoc va Xu ly Nuoc thai Bac Ninh,Upcom
TBR,Cong ty Co phan Dia oc Tan Binh,Upcom
TBSG,CTCP Dau tu Thai Binh,OTC
TBT,Cong ty Co phan Xay dung Cong trinh Giao thong Ben Tre,Upcom
TBX,Cong ty Co phan Xi mang Thai Binh,HNX
TC6,Cong ty co phan Than Coc Sau - Vinacomin,HNX
TCB,Ngan hang TMCP Ky Thuong Viet Nam (Techcombank),HSX
TCBS,Cong ty TNHH Chung khoan Ky Thuong,OTC
TCD,Cong ty Co phan Dau tu Phat trien Cong nghiep va Van tai,HSX
TCH,Cong ty co phan Dau tu Dich vu Tai chinh Hoang Huy,HSX
TCI,Cong ty co phan Chung khoan Thanh Cong,Upcom
TCIEV,Cong ty TNHH TCIE Viet Nam,OTC
TCIT,Cong ty TNHH Cang quoc te Tan Cang - Cai Mep,OTC
TCJ,Cong ty co phan To Chau,Upcom
TCK,Tong cong ty co khi xay dung - CTCP,Upcom
TCL,Cong ty Co phan Dai ly Giao nhan Van tai Xep do Tan Cang,HSX
TCLB,Cong ty co phan ICD Tan Cang - Long Binh,OTC
TCM,Cong ty Co phan Det may - Dau tu - Thuong mai Thanh Cong,HSX
TCO,Cong ty Co phan Van tai Da phuong thuc Duyen Hai,HSX
TCR,Cong ty Co phan Cong nghiep Gom su Taicera,HSX
TCS,Cong ty Co phan Than Cao Son - TKV,HNX
TCT,Cong ty Co phan Cap treo Nui Ba Tay Ninh,HSX
TCT15,Tong Cong ty 15,OTC
TCT319,Tong Cong ty 319,OTC
TCT789,Tong Cong ty 789,OTC
TCW,Cong ty co phan Kho van Tan Cang,Upcom
TCXM,Cong ty Tai chinh co phan Xi mang,OTC
TDA,"Cong ty Co phan Dau tu, Xay lap va Vat lieu Xay dung Dong Anh",Upcom
TDB,Cong ty Co phan Thuy dien Dinh Binh,Upcom
TDC,Cong ty Co phan Kinh doanh va Phat trien Binh Duong,HSX
TDF,Cong ty Co phan Trung Do,Upcom
TDG,Cong ty Co phan Dau khi Thai Duong,HSX
TDH,Cong ty Co phan Phat trien Nha Thu Duc,HSX
TDL,CTCP Da Tay Do,OTC
TDM,Cong ty co phan Nuoc Thu Dau Mot,HSX
TDN,Cong ty Co phan Than Deo Nai - Vinacomin,HNX
TDP,Cong ty co phan Thuan Duc,HSX
TDS,Cong ty co phan Thep Thu Duc - Vnsteel,Upcom
TDSC,CTCP Tu Van Thiet Ke Giao Thong Van Tai Phia Nam,OTC
TDT,Cong ty co phan Dau tu va Phat trien TDT,HNX
TDW,Cong ty Co phan Cap nuoc Thu Duc,HSX
TEC,Cong ty Co phan Traenco,Upcom
TECHCAPITAL,Cong ty TNHH Quan ly quy Ky Thuong,OTC
TEDI,Tong Cong ty Tu van Thiet ke Giao thong Van tai - CTCPP,OTC
TEG,Cong ty co phan Nang luong va Bat dong san Truong Thanh,HSX
TEL,Cong ty Co phan Phat trien Cong trinh Vien thong,Upcom
TEMASEK,Temasek Holdings,OTC
TEMPLETON,Franklin Templeton Investments,OTC
TET,Cong ty Co phan Vai soi May mac Mien Bac,HNX
TFC,Cong ty Co phan Trang,HNX
TGG,Cong ty Co phan Xay dung va Dau tu Truong Giang,HSX
TGP,Cong ty Co phan Truong Phu,Upcom
TH1,Cong ty Co phan Xuat nhap khau Tong hop I Viet Nam,Upcom
THA,Cong ty co phan O to Truong Hai,OTC
THAIDUONGCAPITAL,Cong ty Co phan Quan ly Quy Dau tu Chung khoan Thai Duong,OTC
THANHAN11,Tong Cong ty Thanh An (Binh doan 11),OTC
THANHNIEN,CTCP Tap doan Truyen thong Thanh nien,OTC
THB,Cong ty co phan Bia Ha Noi - Thanh Hoa,HNX
THD,Cong ty Co phan Thaiholdings,HNX
THFI,Cong ty co phan Dau tu Tai chinh Thien Hoa,OTC
THG,Cong ty Co phan Dau tu va Xay dung Tien Giang,HSX
THI,Cong ty Co phan Thiet Bi Dien,HSX
THMILK,CTCP Sua TH,OTC
THMILKFOOD,CTCP Thuc pham sua TH,OTC
THN,Cong ty Co phan Cap nuoc Thanh Hoa,Upcom
THP,CTCP Thuy san va Thuong mai Thuan Phuoc,Upcom
THPG,Cong ty TNHH Thuong mai - Dich vu Tan Hiep Phat,OTC
THQTRADING,Cong ty TNHH Thuong mai Tran Hong Quan,OTC
THR,Cong ty Co phan Duong sat Thuan Hai,Upcom
THS,Cong ty co phan Thanh Hoa - Song Da,HNX
THT,Cong ty co phan Than Ha Tu - Vinacomin,HNX
THU,Cong ty Co phan Moi truong va Cong trinh Do thi Thanh Hoa,Upcom
THV,Cong ty Co phan Tap doan Thai Hoa Viet Nam,HNX
THW,Cong ty co phan Cap nuoc Tan Hoa,Upcom
TIC,Cong ty Co phan Dau tu Dien Tay Nguyen,HSX
TID,Cong ty co phan Tong cong ty Tin Nghia,Upcom
TIE,Cong ty Co phan TIE,Upcom
TIG,Cong ty Co phan Tap doan Dau tu Thang Long,HNX
TIP,Cong ty co phan Phat trien Khu Cong nghiep Tin Nghia,HSX
TIS,Cong ty co phan Gang thep Thai Nguyen,Upcom
TIX,CTCP San xuat Kinh doanh Xuat nhap khau Dich vu va Dau tu Tan Binh,HSX
TJC,Cong ty co phan Dich vu Van tai va Thuong mai,HNX
TKA,Cong ty co phan Bao bi Tan Khanh An,Upcom
TKC,Cong  ty Co phan Xay dung va Kinh doanh Dia oc Tan Ky,HNX
TKR,Cong ty Co phan Cao su Tan Bien - Kampong Thom,OTC
TKSC,Cong ty Co phan Chung khoan TONKIN,OTC
TKU,Cong ty Co phan Cong nghiep Tung Kuang,HNX
TL4,Tong cong ty Xay dung Thuy loi 4 - CTCP,Upcom
TLC,Cong ty Co phan Vien thong Thang Long,HNX
TLD,Cong ty Co phan Dau tu Xay dung va Phat trien Do thi Thang Long,HSX
TLG,Cong ty Co phan Tap doan Thien Long,HSX
TLH,Cong ty Co phan Tap doan Thep Tien Len,HSX
TLI,Cong ty co phan May Quoc te Thang Loi,Upcom
TLMC,Cong ty Co phan Quan ly quy Thang Long,OTC
TLMECO,Cong ty co phan Co khi 4 va xay dung Thang Long,OTC
TLP,Tong Cong ty Thuong mai Xuat nhap khau Thanh Le - CTCP,Upcom
TLT,Cong ty Co phan Viglacera Thang Long,Upcom
TMB,Cong ty Co phan Kinh doanh than Mien Bac - Vinacomin,HNX
TMC,Cong ty Co phan Thuong mai - Xuat nhap khau Thu Duc,HNX
TMD,Cong ty co phan Thuong mai va Dai ly dau tinh Ba Ria-Vung Tau,OTC
TMG,Cong ty Co phan Kim loai mau Thai Nguyen - Vimico,Upcom
TMHG,Cong ty TNHH Thuong mai va Dich vu Khach san Tan Hoang Minh,OTC
TMP,Cong ty co phan Thuy dien Thac Mo,HSX
TMS,Cong ty Co phan Transimex,HSX
TMT,Cong ty Co phan O to TMT,HSX
TMW,Cong ty Co phan Tong hop Go Tan Mai,Upcom
TMX,Cong ty co phan VICEM Thuong mai Xi mang,HNX
TN1,Cong ty Co phan Thuong mai Dich vu TNS Holdings,HSX
TNA,Cong ty Co phan Thuong mai Xuat nhap khau Thien Nam,HSX
TNB,Cong ty Co phan Thep Nha Be - VNSTEEL,Upcom
TNC,Cong ty Co phan Cao su Thong Nhat,HSX
TND,CTCP Than Tay Nam Da Mai - Vinacomin,Upcom
TNFS,Cong ty co phan Thep Tam La Thong Nhat,OTC
TNG,Cong ty Co phan Dau tu va Thuong mai TNG,HNX
TNH,Cong ty Co phan Benh vien Quoc te Thai Nguyen,OTC
TNI,Cong ty co phan Tap doan Thanh Nam,HSX
TNM,Cong ty Co phan Xuat nhap khau va Xay dung Cong trinh,Upcom
TNP,Cong ty co phan Cang Thi Nai,Upcom
TNS,Cong ty Co phan Thep Tam la Thong Nhat,Upcom
TNT,Cong ty Co phan Tai nguyen,HSX
TNTGROUP,CTCP Tap doan T&T,OTC
TNW,Cong ty Co phan Nuoc sach Thai Nguyen,Upcom
TNY,Cong ty Co phan Dau tu Xay dung Thanh nien,Upcom
TOP,CTCP Phan phoi Top One,Upcom
TOT,Cong ty Co phan Van tai Transimex,Upcom
TOW,Cong ty co phan Cap nuoc Tra Noc - O Mon,Upcom
TOYOTAVN,Cong ty O to Toyota Viet Nam,OTC
TPB,Ngan hang Thuong mai co phan Tien Phong,HSX
TPC,Cong ty Co phan Nhua Tan Dai Hung,HSX
TPCVINA,Cong ty TNHH Nhua va Hoa chat TPC Vina,OTC
TPH,Cong ty Co phan In Sach giao khoa tai T.P Ha Noi,HNX
TPHC,Cong ty Co phan Quan ly Quy Tin Phat,OTC
TPLS,CTCP Thuong mai Van tai bien Truong Phat Loc,OTC
TPP,Cong ty Co phan Nhua Tan Phu,HNX
TPS,CTCP Ben bai Van tai Sai Gon,Upcom
TQN,Cong ty Co phan Thong Quang Ninh,Upcom
TQW,CTCP Cap thoat nuoc Tuyen Quang,Upcom
TR1,CTCP Van tai 1 Traco,Upcom
TRA,Cong ty Co phan TRAPHACO,HSX
TRAFUCO,CTCP Co dien Tran Phu,OTC
TRC,Cong ty Co phan Cao su Tay Ninh,HSX
TRI,Cong ty Co phan Nuoc giai khat Sai Gon,HSX
TRS,Cong ty co phan Van tai va Dich vu Hang hai,Upcom
TRT,Cong ty Co phan Truc Thon,Upcom
TRUNGNGUYEN,CTCP Tap doan Trung Nguyen,OTC
TRUONGSON,Tong Cong ty Xay dung Truong Son,OTC
TS3,Cong ty co phan Truong Son 532,Upcom
TS4,Cong ty co phan Thuy san so 4,HSX
TS5,Cong ty TNHH MTV 145,Upcom
TSB,Cong ty Co phan Ac quy Tia sang,HNX
TSC,Cong ty Co phan Vat tu ky thuat Nong nghiep Can Tho,HSX
TSD,Cong ty Co phan Du lich Truong Son COECCO,Upcom
TSG,Cong ty Co phan Thong tin Tin hieu Duong sat Sai Gon,Upcom
TSH,Cong ty Co phan Tien Son Thanh Hoa,OTC
TSJ,Cong ty Co phan Du lich Dich vu Ha Noi,Upcom
TSM,Cong ty Co phan Xi mang Tien Son Ha Tay,HNX
TSNCARGO,Cong ty TNHH Dich vu Hang hoa Tan Son Nhat,OTC
TSS,Cong ty Co phan Chung khoan TRUONG SON,OTC
TST,Cong ty Co phan Dich vu Ky thuat Vien thong,HNX
TTA,Cong ty Co phan Dau tu Xay dung va Phat trien Truong Thanh,HSX
TTB,Cong ty co phan Tap doan Tien Bo,HSX
TTC,Cong ty Co phan Gach men Thanh Thanh,HNX
TTCG,CTCP Dau tu Thanh Thanh Cong,OTC
TTD,Cong ty Co phan Benh vien Tim Tam Duc,Upcom
TTE,Cong ty Co phan Dau tu Nang luong Truong Thinh,HSX
TTF,Cong ty Co phan Tap doan Ky nghe Go Truong Thanh,HSX
TTG,Cong ty Co phan May Thanh Tri,Upcom
TTH,Cong ty co phan Thuong mai va Dich vu Tien Thanh,HNX
TTIPC,Cong ty TNHH MTV Phat trien Cong nghiep Tan Thuan,OTC
TTJ,Cong ty Co phan Thuy Ta,Upcom
TTL,Tong Cong ty Thang Long - CTCP,HNX
TTN,Cong ty Co phan Cong nghe va Truyen thong Viet Nam,Upcom
TTP,Cong ty Co phan Bao bi Nhua Tan Tien,Upcom
TTR,Cong ty Co phan Du lich Thuong mai va Dau tu,Upcom
TTS,Cong ty Co phan Can thep Thai Trung,Upcom
TTT,Cong ty Co phan Du lich – Thuong mai Tay Ninh,HNX
TTV,CTCP Thong tin Tin hieu Duong sat Vinh,Upcom
TTZ,Cong ty co phan Dau tu Xay dung va Cong nghe Tien Trung,HNX
TUANLOC,CTCP Dau tu Xay dung Tuan Loc,OTC
TUG,Cong ty Co phan Lai dat va Van tai Cang Hai Phong,Upcom
TV1,Cong ty co phan Tu van Xay dung Dien 1,Upcom
TV2,Cong ty Co phan Tu van Xay dung Dien 2,HSX
TV3,Cong ty Co phan Tu van Xay dung Dien 3,HNX
TV4,Cong ty Co phan Tu van Xay dung Dien 4,HNX
TV6,CTCP Thuong mai Dau tu Xay lap dien Thinh Vuong,HNX
TVA,Cong ty Co phan Su Viglacera Thanh Tri,Upcom
TVB,Cong ty co phan Chung khoan Tri Viet,HSX
TVC,Cong ty co phan Tap doan Quan ly Tai san Tri Viet,HNX
TVD,Cong ty co phan Than Vang Danh - Vinacomin,HNX
TVG,Cong ty co phan Tu van Dau tu va Xay dung Giao thong Van tai,Upcom
TVH,Cong ty co phan Tu van va Xay dung cong trinh Hang Hai,Upcom
TVM,CTCP Tu van Dau tu Mo va Cong nghiep - Vinacomin,Upcom
TVMC,Cong ty Co phan Quan ly quy Dau tu Thanh Viet,OTC
TVN,Tong Cong ty Thep Viet Nam - CTCP,Upcom
TVP,Cong ty Co phan Duoc pham TV.Pharm,Upcom
TVS,Cong ty Co phan Chung khoan Thien Viet,HSX
TVSI,Cong ty Co phan Chung khoan Tan Viet,OTC
TVT,Tong Cong ty Viet Thang - CTCP,HSX
TVU,Cong ty co phan Cong trinh Do thi Tra Vinh,Upcom
TVW,Cong ty Co phan Cap thoat nuoc Tra Vinh,Upcom
TW3,CTCP Duoc Trung uong 3,Upcom
TXM,Cong ty co phan VICEM Thach cao Xi mang,HNX
TYA,Cong ty Co phan Day va Cap dien Taya Viet Nam,HSX
UAMC,Cong ty Co phan Co khi Oto Uong Bi,OTC
UCT,Cong ty Co phan Do thi Can Tho,Upcom
UDC,Cong ty co phan Xay dung va Phat trien Do thi tinh Ba Ria-Vung Tau,HSX
UDIC,Tong Cong ty Dau tu Phat trien Ha tang Do thi,OTC
UDJ,Cong ty Co phan Phat trien Do thi,Upcom
UDL,CTCP Do thi va Moi truong Dak Lak,Upcom
UEM,CTCP Co dien Uong Bi- Vinacomin,Upcom
UIC,Cong ty Co phan Dau tu Phat trien Nha va Do thi Idico,HSX
UMC,Cong ty co phan Cong trinh do thi Nam Dinh,Upcom
UNI,Cong ty Co phan Vien Lien,HNX
UNIPRESIDENT,Cong ty TNHH Uni-President Viet Nam,OTC
UNIX,CTCP Dau tu U&I,OTC
UPC,Cong ty Co phan Phat trien Cong vien cay xanh va Do thi Vung Tau,Upcom
UPH,CTCP Duoc pham TW25,Upcom
USC,Cong ty Co phan Khao sat va Xay dung - USCO,Upcom
USD,Cong ty co phan Cong trinh Do thi Soc Trang,Upcom
UXC,CTCP Che bien Thuy san Ut Xi,OTC
V11,Cong ty Co phan Xay dung so 11,Upcom
V12,Cong ty Co phan Xay dung so 12,HNX
V15,Cong ty Co phan Xay dung So 15,Upcom
V21,Cong ty Co phan VINACONEX 21,HNX
VACS,Cong ty TNHH MTV Suat an hang khong Viet Nam,OTC
VAF,Cong ty co phan Phan lan nung chay Van Dien,HSX
VALC,CTCP Cho thue may bay Viet Nam,OTC
VANTHINHPHAT,CTCP Tap doan Dau tu Van Thinh Phat,OTC
VASS,Cong ty co phan Bao hiem Vien Dong,OTC
VAT,Cong ty Co phan VT Van Xuan,HNX
VATGIA,CTCP Vat Gia Viet Nam,OTC
VATM,Tong Cong ty Quan ly bay Viet Nam,OTC
VAV,Cong ty Co phan VIWACO,Upcom
VBB,Ngan hang Thuong mai co phan Viet Nam Thuong Tin,Upcom
VBC,Cong ty Co phan Nhua Bao bi Vinh,HNX
VBG,Cong ty Co phan Dia chat Viet Bac - TKV,Upcom
VBH,Cong ty Co phan Dien tu Binh Hoa,Upcom
VBL,Cong ty TNHH Nha may Bia Viet Nam,OTC
VC1,Cong ty Co phan Xay dung so 1,HNX
VC2,Cong ty Co phan Dau tu va Xay dung Vina2,HNX
VC3,Cong ty Co phan Tap doan Nam Me Kong,HNX
VC5,Cong ty Co phan Xay dung so 5,Upcom
VC6,Cong ty Co phan Xay dung va Dau tu Visicons,HNX
VC7,Cong ty Co phan Xay dung so 7,HNX
VC9,Cong ty Co phan Xay dung so 9,HNX
VCA,Cong ty Co phan Thep VICASA - VNSTEEL,Upcom
VCAM,Cong ty Co phan Chung khoan Ban Viet,OTC
VCB,Ngan hang Thuong mai co phan Ngoai thuong Viet Nam,HSX
VCBF,Cong ty Lien doanh Quan ly quy dau tu chung khoan Vietcombank,OTC
VCBS,Cong ty TNHH Chung khoan Ngan hang Thuong mai Co phan Ngoai thuong Viet Nam,OTC
VCC,Cong ty Co phan Vinaconex 25,HNX
VCCORP,Cong ty co phan VCCorp,OTC
VCE,CTCP Xay lap Moi truong - TKV,Upcom
VCF,Cong ty Co phan VinaCafe Bien Hoa,HSX
VCFC,Cong ty Tai chinh co phan Hoa chat Viet Nam,OTC
VCG,Tong Cong ty Co phan Xuat nhap khau va Xay dung Viet Nam,HNX
VCGPVF,Forum One - VCG Partners Vietnam Fund,Upcom
VCH,Cong ty Co phan Dau tu va Phat trien Ha tang Vinaconex,HNX
VCI,Cong ty co phan Chung khoan Ban Viet,HSX
VCM,Cong ty Co phan Nhan luc va Thuong mai Vinaconex,HNX
VCMC,Cong ty Co phan Quan ly quy dau tu chung khoan Chien Thang,OTC
VCP,Cong ty co phan Dau tu xay dung va phat trien nang luong Vinaconex,Upcom
VCR,Cong ty Co phan Dau tu va Phat trien Du lich Vinaconex,Upcom
VCS,Cong ty co phan VICOSTONE,HNX
VCT,Cong ty Co phan Tu van Xay dung Vinaconex,Upcom
VCV,Cong ty Co phan Van tai Vinaconex,HNX
VCVNI,VinaCapital Vietnam Infrastructure Ltd,OTC
VCVNL,VinaCapital Vinaland Ltd,OTC
VCVOF,VinaCapital Vietnam Opportunity Fund,OTC
VCW,Cong ty Co phan Dau tu Nuoc sach Song Da,Upcom
VCX,Cong ty Co phan Xi mang Yen Binh,Upcom
VDB,Cong ty co phan Van tai va Che bien Than Dong Bac,Upcom
VDFM,Cong ty Co phan Quan ly quy dau tu Chung khoan Viet Long,OTC
VDL,Cong ty Co phan Thuc pham Lam Dong,HNX
VDM,CTCP - Vien nghien cuu Det may,Upcom
VDN,Cong ty Co phan Vinatex Da Nang,Upcom
VDP,Cong ty Co phan Duoc pham Trung uong VIDIPHA,HSX
VDS,Cong ty Co phan Chung khoan Rong Viet,HSX
VDSE,Cong ty Co phan Chung khoan Vien Dong,OTC
VDT,Cong ty co phan Luoi thep Binh Tay,Upcom
VE1,Cong ty Co phan Xay dung dien VNECO 1,HNX
VE2,Cong ty co phan Xay dung dien VNECO 2,HNX
VE3,Cong ty co phan Xay dung dien VNECO 3,HNX
VE4,Cong ty Co phan Xay dung dien VNECO4,HNX
VE8,Cong ty co phan Xay dung dien VNECO 8,HNX
VE9,Cong ty Co phan Dau tu va Xay dung VNECO 9,Upcom
VEA,Tong Cong ty May dong luc va may nong nghiep Viet Nam - CTCP,Upcom
VEC,Tong Cong ty co phan Dien tu va Tin hoc Viet Nam,Upcom
VECX,Tong Cong ty Dau tu phat trien duong cao toc Viet Nam,Upcom
VED,Cong ty co phan Phat trien The thao Dien tu Viet Nam,OTC
VEDAN,CTCP Huu han Vedan Viet Nam,OTC
VEE,Cong ty Co phan Thiet bi dien Cam Pha,Upcom
VEF,CTCP Trung tam Hoi cho Trien lam Viet Nam,Upcom
VEGETEXCO,Tong Cong ty Rau qua Nong san - CTCP,OTC
VES,Cong ty Co phan Dau tu va Xay dung dien Me Ca Vneco,Upcom
VET,Cong ty Co phan Thuoc thu y Trung uong Navetco,Upcom
VFC,Cong ty Co phan VINAFCO,Upcom
VFCINC,Cong ty Co phan Quan ly quy Viet Cat,OTC
VFG,Cong ty Co phan Khu trung Viet Nam,HSX
VFM,Cong ty Co phan Quan ly quy Dau tu Viet Nam,OTC
VFMVF1,Quy Dau tu Chung khoan Viet Nam,HSX
VFMVF4,Quy dau tu Doanh nghiep Hang dau Viet Nam,HSX
VFMVFA,Quy Dau tu Nang dong Viet Nam,HSX
VFMVN30,Quy ETF VFMVN30,HSX
VFR,Cong ty Co phan Van tai va Thue tau,Upcom
VFS,Cong ty Co phan Chung khoan Nhat Viet,Upcom
VFW,Cong ty Co phan Quan ly quy Loc Viet,OTC
VGC,Tong Cong ty Viglacera - CTCP,HSX
VGG,Tong Cong ty co phan May Viet Tien,Upcom
VGI,Tong Cong ty co phan Dau tu Quoc te Viettel,Upcom
VGL,CTCP Ma kem cong nghiep Vingal - Vnsteel,Upcom
VGP,Cong ty Co phan Cang Rau qua,HNX
VGR,Cong ty Co phan Cang Xanh VIP,Upcom
VGS,Cong ty Co phan Ong thep Viet Duc VG PIPE,HNX
VGT,Tap doan Det may Viet Nam,Upcom
VGV,Tong Cong ty Tu van Xay dung Viet Nam - CTCP,Upcom
VHC,Cong ty Co phan Vinh Hoan,HSX
VHD,Cong ty Co phan Dau tu phat trien Nha va Do thi Vinaconex,Upcom
VHE,Cong ty Co phan Duoc lieu va Thuc pham Viet Nam,HNX
VHF,Cong ty Co phan Xay dung va Che bien luong thuc Vinh Ha,Upcom
VHG,Cong ty Co phan Dau tu Cao Su Quang Nam,Upcom
VHH,Cong ty co phan Dau tu Kinh doanh nha Thanh Dat,Upcom
VHI,CTCP Kinh doanh va Dau tu Viet Ha,Upcom
VHL,Cong ty Co phan Viglacera Ha Long,HNX
VHM,Cong ty co phan Vinhomes,HSX
VHW,CTCP Nuoc Khoang Vinh Hao,OTC
VIA,Cong ty Co phan VIAN,Upcom
VIB,Ngan hang Thuong mai co phan Quoc te Viet Nam,HSX
VIC,Tap doan Vingroup - Cong ty Co phan,HSX
VIC11501,Trai phieu Vingroup 062015,HSX
VIC11504,Trai phieu VIC11201802,HSX
VICEM,Tong Cong ty Cong nghiep Xi mang Viet Nam,OTC
VICOTEX,Tong Cong ty Viet Thang - CTCP,OTC
VICT,Cong ty Lien doanh Phat trien Tiep van so 1,OTC
VID,Cong ty Co phan Dau tu Phat trien Thuong mai Vien Dong,HSX
VIDGROUP,Tap doan Dau tu Phat trien Viet Nam,OTC
